DATE,RU3000TR
2018-06-04,8496.14
2018-06-05,8509.03
2018-06-06,8581.39
2018-06-07,8573.23
2018-06-08,8601.30
2018-06-11,8610.11
2018-06-12,8629.21
2018-06-13,8593.87
2018-06-14,8619.69
2018-06-15,8612.90
2018-06-18,8603.44
2018-06-19,8571.48
2018-06-20,8594.08
2018-06-21,8534.93
2018-06-22,8547.93
2018-06-25,8425.11
2018-06-26,8447.59
2018-06-27,8365.95
2018-06-28,8417.63
2018-06-29,8423.60
2018-07-02,8452.04
2018-07-03,8419.03
2018-07-04,.
2018-07-05,8494.33
2018-07-06,8568.38
2018-07-09,8644.04
2018-07-10,8665.54
2018-07-11,8604.81
2018-07-12,8675.49
2018-07-13,8681.17
2018-07-16,8665.89
2018-07-17,8703.36
2018-07-18,8723.82
2018-07-19,8700.32
2018-07-20,8688.40
2018-07-23,8701.46
2018-07-24,8720.20
2018-07-25,8793.81
2018-07-26,8778.22
2018-07-27,8707.49
2018-07-30,8653.25
2018-07-31,8703.15
2018-08-01,8695.08
2018-08-02,8747.50
2018-08-03,8778.31
2018-08-06,8814.64
2018-08-07,8840.54
2018-08-08,8836.36
2018-08-09,8831.02
2018-08-10,8776.76
2018-08-13,8738.63
2018-08-14,8798.19
2018-08-15,8726.52
2018-08-16,8798.34
2018-08-17,8828.76
2018-08-20,8852.22
2018-08-21,8881.59
2018-08-22,8882.43
2018-08-23,8866.02
2018-08-24,8921.46
2018-08-27,8984.89
2018-08-28,8988.67
2018-08-29,9037.82
2018-08-30,9001.17
2018-08-31,9008.78
2018-09-03,.
2018-09-04,8994.58
2018-09-05,8965.08
2018-09-06,8931.62
2018-09-07,8912.95
2018-09-10,8932.39
2018-09-11,8962.60
2018-09-12,8965.01
2018-09-13,9009.22
2018-09-14,9018.27
2018-09-17,8959.01
2018-09-18,9006.34
2018-09-19,9008.58
2018-09-20,9079.89
2018-09-21,9072.02
2018-09-24,9039.28
2018-09-25,9033.05
2018-09-26,8995.64
2018-09-27,9019.53
2018-09-28,9023.69
2018-10-01,9037.76
2018-10-02,9023.86
2018-10-03,9038.79
2018-10-04,8957.33
2018-10-05,8903.40
2018-10-08,8893.43
2018-10-09,8878.34
2018-10-10,8590.50
2018-10-11,8417.63
2018-10-12,8527.59
2018-10-15,8488.86
2018-10-16,8677.94
2018-10-17,8670.86
2018-10-18,8543.18
2018-10-19,8526.46
2018-10-22,8491.81
2018-10-23,8443.22
2018-10-24,8175.89
2018-10-25,8329.19
2018-10-26,8191.88
